respondent_id,company_name,industry,subindustry,hq_country,hq_state,company_size_bucket,employees,annual_revenue_usd,decision_maker_role,seniority,decision_authority_1to5,buying_stage,acquisition_channel,contact_preference,budget_bucket,budget_estimate_usd,urgency_1to5,timeline_days,procurement_complexity_1to5,vendor_count_considered,risk_tolerance_1to5,technical_maturity_1to5,existing_tools,integration_requirements,evaluation_weight_price,evaluation_weight_roi,evaluation_weight_security,evaluation_weight_scalability,evaluation_weight_ease_of_use,evaluation_weight_support,evaluation_weight_compliance,topics,psychographic_tags,persona,cluster_id,cluster_confidence_0to1,sentiment_polarity,sentiment_label,response_text,pain_point_summary,goal_summary,recommended_message_angle,next_best_action,dataset_version,dataset_created_utc
R02679,Horizon Solutions 3678,Financial Services,Banking,United States,OH,"1,001‑5,000",2675,984432994.37,CIO,Executive,5,Consideration,Referral,Email,$25k‑$100k,79007.85,2,154,5,10,2,2,"Tableau, Splunk",REST/GraphQL API for data sync; SIEM forwarding for audit logs; batch export to data warehouse; role‑based access control,0.0467,0.1071,0.164,0.3271,0.1846,0.1005,0.07,"automation, compliance, usability","Data‑Driven, Integration‑First, Compliance‑Driven, Risk‑Averse",Security Guardian,1,0.858,0.002,neutral,"As the CIO, I'm evaluating options because compliance audits increase cycle time. Our objective is to simplify security reviews while minimizing disruption. We need clear integration paths and a fast security review to move forward.",compliance audits increase cycle time,simplify security reviews,"Open with security posture, attestations, and reference architectures for compliance.",Offer a 30‑min discovery call to scope integrations and success metrics.,1.0,2025-08-18T18:29:33
R04626,Orion Networks 5625,Energy & Utilities,Renewables,United States,AZ,1‑50,19,978827.48,Head of Procurement,Director,4,Evaluation,Partner/Marketplace,Self‑serve Demo,<$25k,17426.96,3,80,2,2,2,3,"SAP, ServiceNow, Snowflake",SSO with SAML/OIDC; batch export to data warehouse; data residency controls,0.1425,0.0541,0.1665,0.1684,0.0644,0.1994,0.2047,"cost, modernization","Security‑Focused, Relationship‑Driven",Security Guardian,1,0.814,-0.217,negative,"As the Head of Procurement, I'm evaluating options because regulatory reporting is labor‑intensive. Our objective is to meet regulatory obligations faster while minimizing disruption. We need clear integration paths and a fast security review to move forward.",regulatory reporting is labor‑intensive,meet regulatory obligations faster,"Open with security posture, attestations, and reference architectures for compliance.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:35
R04950,Orion Systems 5949,Financial Services,Asset Mgmt,United States,FL,1‑50,43,401764.12,Head of Procurement,Director,4,Consideration,Open Source/Community,Self‑serve Demo,>$500k,1666986.5,3,40,4,5,2,3,"Workday, Tableau, Salesforce, Splunk",HIPAA/PCI mappings; SIEM forwarding for audit logs; data residency controls; role‑based access control,0.023,0.0898,0.3988,0.0328,0.0757,0.0889,0.291,"compliance, usability","Risk‑Averse, Security‑Focused",Security Guardian,1,0.613,-0.103,negative,"As the Head of Procurement, I'm evaluating options because compliance audits increase cycle time. Our objective is to de‑risk the rollout across teams while minimizing disruption. We need clear integration paths and a fast security review to move forward.",compliance audits increase cycle time,de‑risk the rollout across teams,"Open with security posture, attestations, and reference architectures for compliance.",Offer a 30‑min discovery call to scope integrations and success metrics.,1.0,2025-08-18T18:29:35
R08329,Orion Industries 9328,Manufacturing,Industrial,United States,MN,51‑200,195,6012068.12,CTO,Executive,5,Evaluation,Conference/Event,Self‑serve Demo,$100k‑$500k,271030.95,3,69,2,2,3,3,"Siemens, Oracle EBS",REST/GraphQL API for data sync; SIEM forwarding for audit logs; batch export to data warehouse; event streaming via webhooks; role‑based access control,0.0522,0.1716,0.0501,0.0592,0.2267,0.1797,0.2605,"scale, security, usability","Integration‑First, Data‑Driven, Innovator",Scale & Integration Lead,2,0.901,-0.074,neutral,"As the CTO, I'm evaluating options because OT and IT systems are siloed. Our objective is to increase adoption by non‑technical users while minimizing disruption. We need clear integration paths and a fast security review to move forward.",OT and IT systems are siloed,increase adoption by non‑technical users,"Show integration blueprints, APIs, and reference deployments at scale.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:37
R03338,Lumina Labs 4337,Telecom & Media,Telecom,United States,WI,"1,001‑5,000",1288,1124133227.46,IT Manager,Manager,2,Evaluation,Paid Ads,Self‑serve Demo,<$25k,20439.0,4,27,4,7,4,4,ServiceNow,REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC,0.0827,0.1279,0.282,0.1308,0.1146,0.1224,0.1395,"compliance, integration, usability","Speed‑Seeker, Security‑Focused",Security Guardian,1,0.759,0.243,positive,"As the IT Manager, I'm evaluating options because churn prediction underperforms. Our objective is to improve ROI visibility while minimizing disruption. We need clear integration paths and a fast security review to move forward.",churn prediction underperforms,improve ROI visibility,"Open with security posture, attestations, and reference architectures for compliance.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:34
R05590,Atlas Group 6589,Financial Services,Insurance,United States,TX,51‑200,187,5935682.81,CISO,Executive,4,Evaluation,Paid Ads,Video Call,<$25k,6883.93,3,72,3,3,1,3,Workday,SIEM forwarding for audit logs; batch export to data warehouse; event streaming via webhooks; evidence of SOC 2 Type II,0.0142,0.0513,0.2096,0.3676,0.057,0.1053,0.1949,"analytics, automation, modernization","Risk‑Averse, Compliance‑Driven, ROI‑Driven",Security Guardian,1,0.99,-0.068,neutral,"As the CISO, I'm evaluating options because compliance audits increase cycle time. Our objective is to reduce time‑to‑value while minimizing disruption. We need clear integration paths and a fast security review to move forward.",compliance audits increase cycle time,reduce time‑to‑value,"Open with security posture, attestations, and reference architectures for compliance.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:35
R00252,Velocity Partners 1251,Software & SaaS,Analytics,United States,PA,"201‑1,000",963,65669554.91,CTO,Executive,5,Awareness,Partner/Marketplace,Email,>$500k,1839193.91,3,69,3,2,3,5,"Snowflake, Salesforce",SIEM forwarding for audit logs; batch export to data warehouse; role‑based access control,0.1472,0.055,0.1152,0.1891,0.073,0.1836,0.237,"analytics, scale, usability","Integration‑First, Relationship‑Driven, Cost‑Conscious",ROI Maximizer,0,0.708,0.028,neutral,"As the CTO, I'm evaluating options because tool sprawl is driving higher costs. Our objective is to reduce time‑to‑value while minimizing disruption. We need clear integration paths and a fast security review to move forward.",tool sprawl is driving higher costs,reduce time‑to‑value,"Lead with quantified ROI, TCO reduction, and time‑to‑value benchmarks.",Share a 2‑page overview and customer story relevant to their industry.,1.0,2025-08-18T18:29:32
R03974,Atlas Solutions 4973,Professional Services,Consulting,United States,MN,"5,001+",29842,4605480542.28,CISO,Executive,4,Consideration,Content/SEO,Video Call,$100k‑$500k,241353.53,3,64,5,16,3,2,HubSpot,SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; event streaming via webhooks; evidence of SOC 2 Type II,0.0602,0.1419,0.0543,0.4312,0.0636,0.0452,0.2035,"cost, modernization, security","Innovator, Risk‑Averse",Security Guardian,1,0.771,-0.137,negative,"As the CISO, I'm evaluating options because proposal cycles lack insight into win themes. Our objective is to increase adoption by non‑technical users while minimizing disruption. We need clear integration paths and a fast security review to move forward.",proposal cycles lack insight into win themes,increase adoption by non‑technical users,"Open with security posture, attestations, and reference architectures for compliance.",Offer a 30‑min discovery call to scope integrations and success metrics.,1.0,2025-08-18T18:29:34
R06631,Velocity Partners 7630,Professional Services,Legal,United States,NJ,"5,001+",25090,2040825871.77,CIO,Executive,5,Evaluation,Conference/Event,Video Call,$100k‑$500k,285567.59,1,207,3,1,3,4,"Asana, HubSpot",REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; event streaming via webhooks; role‑based access control,0.0284,0.3189,0.0719,0.1567,0.1972,0.187,0.0399,"scale, security, usability","Relationship‑Driven, Security‑Focused",Security Guardian,1,0.831,0.025,neutral,"As the CIO, I'm evaluating options because knowledge is trapped in point solutions. Our objective is to de‑risk the rollout across teams while minimizing disruption. We need clear integration paths and a fast security review to move forward.",knowledge is trapped in point solutions,de‑risk the rollout across teams,"Open with security posture, attestations, and reference architectures for compliance.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:36
R05548,Atlas Enterprises 6547,Retail & E‑commerce,CPG,United States,GA,51‑200,99,18917972.23,CIO,Executive,5,Decision,Referral,Video Call,<$25k,23245.62,3,58,1,2,4,3,Shopify,SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; role‑based access control,0.0728,0.1784,0.1755,0.3736,0.0794,0.0885,0.0317,"analytics, automation, compliance","Integration‑First, Innovator",Scale & Integration Lead,2,0.96,0.154,positive,"As the CIO, I'm evaluating options because inventory signals are delayed. Our objective is to shorten the sales cycle while minimizing disruption. We need clear integration paths and a fast security review to move forward.",inventory signals are delayed,shorten the sales cycle,"Show integration blueprints, APIs, and reference deployments at scale.",Propose a pilot with success criteria and executive sponsor alignment.,1.0,2025-08-18T18:29:35
R00036,Velocity Analytics 1035,Software & SaaS,DevTools,United States,GA,1‑50,29,4531169.06,CTO,Executive,5,Decision,Paid Ads,Phone Call,<$25k,18134.73,5,26,2,4,3,3,"Jira, Snowflake",REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; event streaming via webhooks; role‑based access control,0.0166,0.1107,0.0913,0.1585,0.114,0.3132,0.1957,"compliance, cost, security","Risk‑Averse, Innovator",Security Guardian,1,0.798,0.24,positive,"As the CTO, I'm evaluating options because integration debt is slowing engineering velocity. Our objective is to accelerate integrations while minimizing disruption. We need clear integration paths and a fast security review to move forward.",integration debt is slowing engineering velocity,accelerate integrations,"Open with security posture, attestations, and reference architectures for compliance.",Propose a pilot with success criteria and executive sponsor alignment.,1.0,2025-08-18T18:29:32
R08363,Silverline Partners 9362,Healthcare & Life Sciences,Biotech,United States,MI,1‑50,19,1122075.16,CTO,Executive,5,Evaluation,Content/SEO,Email,<$25k,18099.91,2,136,4,6,2,3,"Cerner, Salesforce",REST/GraphQL API for data sync; SIEM forwarding for audit logs; batch export to data warehouse; data residency controls; event streaming via webhooks; evidence of SOC 2 Type II,0.1083,0.2275,0.1249,0.0861,0.2328,0.0647,0.1558,"compliance, cost, security","Innovator, Risk‑Averse",Security Guardian,1,0.866,-0.037,neutral,"As the CTO, I'm evaluating options because HIPAA compliance adds manual workflows. Our objective is to increase adoption by non‑technical users while minimizing disruption. We need clear integration paths and a fast security review to move forward.",HIPAA compliance adds manual workflows,increase adoption by non‑technical users,"Open with security posture, attestations, and reference architectures for compliance.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:37
R01514,Summit Enterprises 2513,Professional Services,Agency,United States,WA,"201‑1,000",282,82762967.87,Operations Manager,Manager,2,Awareness,Conference/Event,Email,$100k‑$500k,418357.5,3,38,4,6,2,3,"HubSpot, Salesforce",REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; event streaming via webhooks; role‑based access control,0.1469,0.1725,0.2132,0.2522,0.1155,0.0416,0.0581,usability,"Security‑Focused, Compliance‑Driven",Security Guardian,1,0.789,0.04,neutral,"As the Operations Manager, I'm evaluating options because knowledge is trapped in point solutions. Our objective is to shorten the sales cycle while minimizing disruption. We need clear integration paths and a fast security review to move forward.",knowledge is trapped in point solutions,shorten the sales cycle,"Open with security posture, attestations, and reference architectures for compliance.",Share a 2‑page overview and customer story relevant to their industry.,1.0,2025-08-18T18:29:33
R09318,Horizon Labs 10317,Manufacturing,Aerospace,United States,OH,"201‑1,000",951,122064816.39,Operations Manager,Manager,2,Decision,Partner/Marketplace,Video Call,>$500k,631250.6,4,51,3,6,3,4,"SAP, Salesforce, Siemens, Oracle EBS",SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; event streaming via webhooks; role‑based access control,0.0403,0.2351,0.1602,0.0841,0.1567,0.0827,0.2408,"analytics, cost, security","Data‑Driven, Compliance‑Driven",ROI Maximizer,0,0.672,0.347,positive,"As the Operations Manager, I'm evaluating options because supply chain variability hurts forecasts. Our objective is to accelerate integrations while minimizing disruption. We need clear integration paths and a fast security review to move forward.",supply chain variability hurts forecasts,accelerate integrations,"Lead with quantified ROI, TCO reduction, and time‑to‑value benchmarks.",Propose a pilot with success criteria and executive sponsor alignment.,1.0,2025-08-18T18:29:38
R00040,Nimbus Analytics 1039,Retail & E‑commerce,Marketplace,United States,IL,51‑200,158,7592911.75,Product Manager,Manager,2,Consideration,Content/SEO,Email,$25k‑$100k,78178.47,3,101,2,2,3,3,"BigQuery, Snowflake, Braze",REST/GraphQL API for data sync; SIEM forwarding for audit logs; batch export to data warehouse; event streaming via webhooks,0.1374,0.1404,0.11,0.1616,0.0848,0.3275,0.0383,"compliance, integration, modernization","Relationship‑Driven, Integration‑First",Scale & Integration Lead,2,0.712,-0.093,neutral,"As the Product Manager, I'm evaluating options because inventory signals are delayed. Our objective is to meet regulatory obligations faster while minimizing disruption. We need clear integration paths and a fast security review to move forward.",inventory signals are delayed,meet regulatory obligations faster,"Show integration blueprints, APIs, and reference deployments at scale.",Offer a 30‑min discovery call to scope integrations and success metrics.,1.0,2025-08-18T18:29:32
R04820,Horizon Systems 5819,Financial Services,Insurance,United States,CO,"1,001‑5,000",4021,559171474.7,CISO,Executive,4,Consideration,Conference/Event,Phone Call,$25k‑$100k,60531.86,2,121,5,7,3,2,Splunk,HIPAA/PCI mappings; REST/GraphQL API for data sync; SSO with SAML/OIDC; data residency controls; evidence of SOC 2 Type II; role‑based access control,0.0371,0.0767,0.2859,0.1612,0.2185,0.0877,0.133,"scale, security","Risk‑Averse, Compliance‑Driven",Security Guardian,1,0.955,0.348,positive,"As the CISO, I'm evaluating options because legacy mainframes limit modernization. Our objective is to shorten the sales cycle while minimizing disruption. We need clear integration paths and a fast security review to move forward.",legacy mainframes limit modernization,shorten the sales cycle,"Open with security posture, attestations, and reference architectures for compliance.",Offer a 30‑min discovery call to scope integrations and success metrics.,1.0,2025-08-18T18:29:35
R03466,BlueRiver Solutions 4465,Government & Education,Higher‑Ed,United States,MA,"1,001‑5,000",3899,552341620.58,CIO,Executive,5,Evaluation,Content/SEO,Video Call,$100k‑$500k,302910.78,4,29,3,8,3,2,"Salesforce, ServiceNow",REST/GraphQL API for data sync; data residency controls; event streaming via webhooks; evidence of SOC 2 Type II; role‑based access control,0.0658,0.3101,0.1678,0.214,0.0299,0.0566,0.1558,"cost, scale, usability","Compliance‑Driven, Data‑Driven, Integration‑First",Scale & Integration Lead,2,0.678,-0.324,negative,"As the CIO, I'm evaluating options because procurement cycles are lengthy. Our objective is to reduce time‑to‑value while minimizing disruption. We need clear integration paths and a fast security review to move forward.",procurement cycles are lengthy,reduce time‑to‑value,"Show integration blueprints, APIs, and reference deployments at scale.",Schedule a technical deep‑dive and provide a tailored security packet.,1.0,2025-08-18T18:29:34
R01761,Nimbus Holdings 2760,Financial Services,Payments,United States,MD,"201‑1,000",507,75411854.88,Director of IT,Director,3,Awareness,Outbound SDR,Video Call,$25k‑$100k,52799.65,2,82,4,6,2,3,"ServiceNow, Splunk, Workday",HIPAA/PCI mappings; REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC; data residency controls; event streaming via webhooks,0.0375,0.0395,0.2765,0.3235,0.1091,0.0456,0.1684,"cost, integration, scale","Security‑Focused, Risk‑Averse, Integration‑First",Security Guardian,1,0.862,0.237,positive,"As the Director of IT, I'm evaluating options because compliance audits increase cycle time. Our objective is to reduce time‑to‑value while minimizing disruption. We need clear integration paths and a fast security review to move forward.",compliance audits increase cycle time,reduce time‑to‑value,"Open with security posture, attestations, and reference architectures for compliance.",Share a 2‑page overview and customer story relevant to their industry.,1.0,2025-08-18T18:29:33
R02305,Summit Analytics 3304,Manufacturing,Aerospace,United States,NC,"1,001‑5,000",1740,346687951.67,Operations Manager,Manager,2,Decision,Conference/Event,Email,$100k‑$500k,418414.91,5,33,4,5,3,2,"SAP, Oracle EBS",REST/GraphQL API for data sync; SIEM forwarding for audit logs; SSO with SAML/OIDC; batch export to data warehouse; role‑based access control,0.247,0.1782,0.1621,0.1219,0.1665,0.0778,0.0465,"automation, cost, integration","Speed‑Seeker, Security‑Focused, Innovator",Security Guardian,1,0.901,0.11,positive,"As the Operations Manager, I'm evaluating options because supply chain variability hurts forecasts. Our objective is to shorten the sales cycle while minimizing disruption. We need clear integration paths and a fast security review to move forward.",supply chain variability hurts forecasts,shorten the sales cycle,"Open with security posture, attestations, and reference architectures for compliance.",Propose a pilot with success criteria and executive sponsor alignment.,1.0,2025-08-18T18:29:33
